Word,Article,Plural
ontwerpprogramma,Het,ontwerpprogramma&#039;s
ontwikkelingsplan,Het,ontwikkelingsplannen
ontwikkelingsmaatschappij,De,ontwikkelingsmaatschappijen
ontwenningskliniek,De,ontwenningsklinieken
ontwerpbegroting,De,ontwerpbegrotingen
ontwerpverslag,Het,ontwerpverslagen
ontwikkelingsproces,Het,ontwikkelingsprocessen
ontwikkeling,De,ontwikkelingen
ontwerpersgroep,De,ontwerpersgroepen
ontwikkelingsniveau,Het,ontwikkelingsniveaus
ontwikkelingssteun,De,
ontwikkelingskans,De,ontwikkelingskansen
ontwerpverdrag,Het,ontwerpverdragen
ontwerpster,De,ontwerpsters
ontwerplijst,De,ontwerplijsten
ontwerpwet,De,ontwerpwetten
ontwikkelingsfase,De,ontwikkelingsfasen/ontwikkelingsfases
ontwijking,De,ontwijkingen
ontwerperscollectief,Het,ontwerperscollectieven
ontwerpnota,De,ontwerpnota&#039;s
ontwerpopdracht,De,ontwerpopdrachten
ontwerpbesluit,Het,ontwerpbesluiten
ontwikkelingssamenwerking,De,ontwikkelingssamenwerkingen
ontwikkelafdeling,De,ontwikkelafdelingen
ontwikkelingsmogelijkheid,De,ontwikkelingsmogelijkheden
ontwerpgrondwet,De,ontwerpgrondwetten
ontwenningsverschijnselen,De,ontwenningsverschijnselen
ontwerpteam,Het,ontwerpteams
ontwerpverkiezingsprogramma,Het,ontwerpverkiezingsprogramma&#039;s
ontwerptalent,Het,ontwerptalenten
ontwerpproces,Het,ontwerpprocessen
ontwikkelingskosten,De,ontwikkelingskosten
ontwikkelingsbeeld,Het,ontwikkelingsbeelden
ontwenning,De,ontwenningen
ontwerpfout,De,ontwerpfouten
ontwerpbeschikking,De,ontwerpbeschikkingen
ontwerpvoorstel,Het,ontwerpvoorstellen
ontwerpwedstrijd,De,ontwerpwedstrijden
ontwerp,Het,ontwerpen
ontwerpbureau,Het,ontwerpbureaus
ontwikkelingsperspectief,Het,ontwikkelingsperspectieven
ontwerpschets,De,ontwerpschetsen
ontwikkelingseconoom,De,ontwikkelingseconomen
ontwikkelingsafdeling,De,ontwikkelingsafdelingen
ontwikkelingspsycholoog,De,ontwikkelingspsychologen
ontwikkelingsprobleem,Het,ontwikkelingsproblemen
ontwerpschool,De,ontwerpscholen
ontwikkelingsgeschiedenis,De,ontwikkelingsgeschiedenissen
ontwikkelingsland,Het,ontwikkelingslanden
ontwikkelingsproject,Het,ontwikkelingsprojecten
ontwikkelingsgebied,Het,ontwikkelingsgebieden
ontwikkelingsprogramma,Het,ontwikkelingsprogramma&#039;s
ontwikkelingsbedrijf,Het,ontwikkelingsbedrijven
ontwerpovereenkomst,De,ontwerpovereenkomsten
ontwerplevensduur,De,
ontwerpverklaring,De,ontwerpverklaringen
ontwikkelingspsychologie,De,
ontwijding,De,ontwijdingen
ontwikkelingshulp,De,
ontwerpakkoord,Het,ontwerpakkoorden
ontwerpafdeling,De,ontwerpafdelingen
ontwikkelingsinspanning,De,ontwikkelingsinspanningen
ontwikkelingshulpbeleid,Het,
ontwerpbestemmingsplan,Het,ontwerpbestemmingsplannen
ontwikkelingspot,De,ontwikkelingspotten
ontwerpersduo,Het,ontwerpersduo&#039;s
ontwikkelingsactiviteit,De,ontwikkelingsactiviteiten
ontwikkelingstempo,Het,ontwikkelingstempo&#039;s
ontwikkelingsachterstand,De,ontwikkelingsachterstanden
ontwerplandbouwakkoord,Het,ontwerplandbouwakkoorden
ontwerpvergunning,De,ontwerpvergunningen
ontwikkelingsorganisatie,De,ontwikkelingsorganisaties
ontwikkelingsproblematiek,De,ontwikkelingsproblematieken
ontwerpresolutie,De,ontwerpresoluties
ontwikkelingsrelatie,De,ontwikkelingsrelaties
ontwerpmethode,De,ontwerpmethoden
ontwerper,De,ontwerpers
ontwerpadvies,Het,ontwerpadviezen
ontwerpdocument,Het,ontwerpdocumenten
ontwikkelingsbegeleiding,De,
ontwerpfase,De,ontwerpfasen
ontwerpstudio,De,ontwerpstudio&#039;s
ontwikkelingsrichting,De,ontwikkelingsrichtingen
ontwenningskuur,De,ontwenningskuren
ontwikkelingsdeskundige,De,ontwikkelingsdeskundigen
ontwikkelingsbeleid,Het,
ontwikkelingsgeneeskunde,De,
ontwerpverkiezingsprogram,Het,ontwerpverkiezingsprograms
ontwerptekening,De,ontwerptekeningen
ontwikkelaar,De,ontwikkelaars
ontwikkelingspeil,Het,ontwikkelingspeilen
ontwerpplan,Het,ontwerpplannen
ontwerpkerkorde,De,ontwerpkerkordes
ontwerpdecreet,Het,ontwerpdecreten
ontwerprapport,Het,ontwerprapporten
onwaarheid,De,onwaarheden
onvree,De,
ontwikkelingswerk,Het,ontwikkelingswerken
onverstand,Het,
onweerstaanbaarheid,De,onweerstaanbaarheden
onvrijheid,De,onvrijheden
onwaardigheid,De,onwaardigheden
ontzetting,De,ontzettingen
onveiligheidsgevoelens,De,onveiligheidsgevoelens
onwelwording,De,onwelwordingen
ontzilting,De,ontziltingen
ontwikkeltraject,Het,ontwikkeltrajecten
onweersstorm,De,onweersstormen
onverwoestbaarheid,De,onverwoestbaarheden
onuitvoerbaarheid,De,onuitvoerbaarheden
onwaarachtigheid,De,onwaarachtigheden
onweersbui,De,onweersbuien
onvoorspelbaarheid,De,onvoorspelbaarheden
onvriendelijkheid,De,onvriendelijkheden
onverdraagzaamheid,De,onverdraagzaamheden
onvermogen,Het,
ontwikkelproces,Het,ontwikkelprocessen
onweerswolk,De,onweerswolken
onverzadigbaarheid,De,onverzadigbaarheden
onwenselijkheid,De,onwenselijkheden
ontwikkelingstraject,Het,ontwikkelingstrajecten
ontzuring,De,ontzuringen
onverwachtheid,De,onverwachtheden
ontzwavelingsinstallatie,De,ontzwavelingsinstallaties
onvoldaanheid,De,onvoldaanheden
onverdraaglijkheid,De,onverdraaglijkheden
onvergankelijkheid,De,onvergankelijkheden
onveiligheidsbeleving,De,onveiligheidsbelevingen
onverschilligheid,De,onverschilligheden
ontwikkelpapier,Het,
onvrije,De,onvrijen
onweer,Het,onweren
onverstoorbaarheid,De,
onweerslucht,De,onweersluchten
onvoorzichtigheid,De,onvoorzichtigheden
onverzekerbaarheid,De,
onverantwoordelijkheid,De,onverantwoordelijkheden
ontzenuwing,De,ontzenuwingen
ontzuringsbehandeling,De,ontzuringsbehandelingen
ontworteling,De,ontwortelingen
onverdeeldheid,De,
onwaarschijnlijkheid,De,onwaarschijnlijkheden
ontwikkelingstheorie,De,ontwikkelingstheorieën
onveranderlijkheid,De,onveranderlijkheden
onwaarde,De,onwaarden
onvoorstelbaarheid,De,onvoorstelbaarheden
ontzwaveling,De,ontzwavelingen
onverbeterlijkheid,De,onverbeterlijkheden
ontworteldheid,De,
onwelwillendheid,De,
onus,De,onera
onverzoenlijkheid,De,onverzoenlijkheden
ontziltingsinstallatie,De,ontziltingsinstallaties
onverlaat,De,onverlaten
ontzet,Het,
onvredezetel,De,onvredezetels
onveiligheid,De,onveiligheden
onverschrokkenheid,De,onverschrokkenheden
onvindbaarheid,De,
onweersbeestje,Het,onweersbeestjes
ontzorging,De,ontzorgingen
onvruchtbaarheid,De,onvruchtbaarheden
onweersdreiging,De,onweersdreigingen
ontzanding,De,ontzandingen
onveiligheidsgevoel,Het,
ontwikkelingsvraagstuk,Het,ontwikkelingsvraagstukken
ontzuiling,De,ontzuilingen
ontzegeling,De,ontzegelingen
onvoldoende,De,onvoldoenden
ontwrichting,De,ontwrichtingen
onvrede,De,
onvolmaaktheid,De,onvolmaaktheden
onvastheid,De,onvastheden
onwennigheid,De,onwennigheden
onwellevendheid,De,
onweder,Het,onweders
onverstaanbaarheid,De,onverstaanbaarheden
onverkwikkelijkheid,De,onverkwikkelijkheden
onvolwassenheid,De,onvolwassenheden
onverzekerdenpoli,De,onverzekerdenpoli&#039;s
onverdedigbaarheid,De,
onvoorwaardelijkheid,De,onvoorwaardelijkheden
onvolledigheid,De,onvolledigheden
onverzettelijkheid,De,onverzettelijkheden
onvoltooidheid,De,onvoltooidheden
ontworming,De,ontwormingen
onverbiddelijkheid,De,onverbiddelijkheden
onvervuldheid,De,
onvolkomenheid,De,onvolkomenheden
onverenigbaarheid,De,onverenigbaarheden
ontzegging,De,ontzeggingen
ontziemaatregel,De,ontziemaatregelen
onvermijdelijkheid,De,onvermijdelijkheden
onverzekerde,De,onverzekerden
ontzag,Het,
oogaandoening,De,oogaandoeningen
oog-handcooerdinatie,De,
onzorgvuldigheid,De,onzorgvuldigheden
oog,Het,ogen
onzekerheidsvermijding,De,onzekerheidsvermijdingen
oogkwetsuur,De,oogkwetsuren
oogkussen,Het,oogkussens
onwilligheid,De,onwilligheden
onzin,De,
oogplakker,De,oogplakkers
onyx,Het,onyxen
onwijsheid,De,onwijsheden
onzinmobiliteit,De,
ooglijder,De,ooglijders
onwetende,De,onwetenden
oogbal,De,oogballen
oogpotlood,Het,oogpotloden
onzichtbaarheid,De,
oogappel,De,oogappels
oogoperatie,De,oogoperaties
oogmake-up,De,
oogmissie,De,oogmissies
oogbaltattoo,De,oogbaltattoos
oogopslag,De,oogopslagen
onzijdigheid,De,onzijdigheden
oogmerk,Het,oogmerken
onzekerheidsrelatie,De,onzekerheidsrelaties
oogkleur,De,oogkleuren
onwil,De,
oogmeting,De,oogmetingen
onzelieveheersbeestje,Het,onzelieveheersbeestjes
oogpunt,Het,oogpunten
oogklep,De,oogkleppen
oogdruppels,De,oogdruppels
ooggetuigenverklaring,De,ooggetuigenverklaringen
onzinverhaal,Het,onzinverhalen
onzuiverheid,De,onzuiverheden
ooginfectie,De,ooginfecties
ooglens,De,ooglenzen
oogaids,De,
oogkliniek,De,oogklinieken
ooglid,Het,oogleden
oogbeweging,De,oogbewegingen
ooghoek,De,ooghoeken
onwerkbaarheid,De,onwerkbaarheden
oogkwaal,De,oogkwalen
oogopener,De,oogopeners
oogcontact,Het,
onwettigheid,De,onwettigheden
oogarts,De,oogartsen
ooghaar,De/Het,oogharen
oogjuweel,Het,oogjuwelen
oogmeetkunde,De,
onzelfstandigheid,De,onzelfstandigheden
oogbalbandiet,De,oogbalbandieten
oogontsteking,De,oogontstekingen
oogkamer,De,oogkamers
oogmeester,De,oogmeesters
onwerkelijkheid,De,onwerkelijkheden
onzedelijkheid,De,onzedelijkheden
oogheelkunde,De,
onzelievevrouwebedstro,Het,
onzekerheidsfactor,De,onzekerheidsfactoren
onzekerheidsmarge,De,onzekerheidsmarges
ooghoogte,De,ooghoogtes
onzedigheid,De,onzedigheden
ooggetuige,De,ooggetuigen
oogkas,De,oogkassen
ooglidcorrectie,De,ooglidcorrecties
ooft,Het,
onzuivere,De,onzuiveren
ooglap,De,ooglappen
oogboldruk,De,
onzinbehandeling,De,onzinbehandelingen
onzichtbaarheidsmantel,De,onzichtbaarheidsmantels
onwrikbaarheid,De,onwrikbaarheden
ooecyt,De,oöcyten
onzekerheid,De,onzekerheden
oogheelkundige,De,oogheelkundigen
oogafwijking,De,oogafwijkingen
oogonderzoek,Het,oogonderzoeken
onzevader,Het,onzevaders
oogholte,De,oogholtes
oogbol,De,oogbollen
oogprothese,De,oogprothesen
oogletsel,Het,oogletsels
onzinzin,De,onzinzinnen
onzinnigheid,De,onzinnigheden
onwetendheid,De,onwetendheden
onwetenschappelijkheid,De,onwetenschappelijkheden
ooggetuigenverslag,Het,ooggetuigenverslagen
onzindelijkheid,De,
oogje,Het,oogjes
oogklacht,De,oogklachten
onzekerheidsschok,De,onzekerheidsschokken
oogblessure,De,oogblessuren
onzelfzuchtigheid,De,onzelfzuchtigheden
oogbaltatoeage,De,oogbaltatoeage
oogdruk,De,
oordeelskracht,De,
oorlogsbedrijf,Het,oorlogsbedrijven
ooibos,Het,ooibossen
ooievaarsdorp,Het,ooievaarsdorpen
oogstverlof,Het,oogstverloven
ooievaarslocatie,De,ooievaarslocaties
ooeliet,Het,
oor,Het,oren
oogstmachine,De,oogstmachines
oorbeschermer,De,oorbeschermers
oorijzer,Het,oorijzers
oorbel,De,oorbellen
oogstperiode,De,oogstperiodes
oorlogsbegraafplaats,De,oorlogsbegraafplaatsen
oogspiegel,De,oogspiegels
oordop,De,oordoppen
oorlel,De,oorlellen
oogtand,De,oogtanden
oorafdruk,De,oorafdrukken
oogstjaar,Het,oogstjaren
oorlam,Het,oorlammen
oorbijbel,De,oorbijbels
oorinfectie,De,oorinfecties
ooitgebruiker,De,ooitgebruikers
oorlogsbehoefte,De,oorlogsbehoeften
oordelaar,De,oordelaren
ooievaar,De,ooievaren
oorlogsbuit,De,
oogsttijd,De,oogsttijden
oorkwal,De,oorkwallen
oom,De,ooms
oogwit,Het,oogwitten
ooievaarsbek,De,ooievaarsbekken
oogwimper,De,oogwimpers
oordeelvorming,De,oordeelvormingen
oorarts,De,oorartsen
oogst,De,oogsten
oorklep,De,oorkleppen
oorlogsbeeld,Het,oorlogsbeelden
oorlogmanager,De,oorlogmanagers
oorgeruis,Het,
oogzalf,De,oogzalven
oogschroef,De,oogschroeven
oordeelsvermogen,Het,oordeelsvermogens
ooievaarsbeen,De,ooievaarsbenen
oogvlies,Het,oogvliezen
oogspier,De,oogspieren
oorlogsapparaat,Het,oorlogsapparaten
oorflap,De,oorflappen
oorapparaat,Het,oorapparaten
oorlog,De,oorlogen
oorknop,De,oorknoppen
oorlogsbodem,De,oorlogsbodems
oorheelkunde,De,
oordeel,Het,oordelen
oorkrabber,De,oorkrabbers
oogziekenhuis,Het,oogziekenhuizen
oordeelsdag,De,oordeelsdagen
oogstseizoen,Het,oogstseizoenen
oordeelsvorming,De,oordeelsvormingen
ooilam,Het,ooilammeren
oorlogsavontuur,Het,oorlogsavonturen
oogstraming,De,oogstramingen
oomzegger,De,oomzeggers
oogvocht,Het,oogvochten
oorlogsbegroting,De,oorlogsbegrotingen
oorclip,De,oorclips
oogstappel,De,oogstappels
oorhanger,De,oorhangers
oogvlek,De,oogvlekken
oord,Het,oorden
oorkondeboek,Het,oorkondeboeken
oorkonde,De,oorkonden
oogstfeest,Het,oogstfeesten
oorlogsboek,Het,oorlogsboeken
oogverblinding,De,oogverblindingen
oogspecialist,De,oogspecialisten
oorkussen,Het,oorkussens
oogtest,De,oogtesten
oogstresten,De,oogstresten
oogzenuw,De,oogzenuwen
oomzegster,De,oomzegsters
oorlogsbelasting,De,oorlogsbelastingen
oorgetuigenis,De,oorgetuigenissen
ooievaarsnest,Het,ooievaarsnesten
oogziekte,De,oogziektes
ooi,De,ooien
oogstschade,De,oogstschaden
oogvijs,De,oogvijzen
oogsplits,De,oogsplitsen
oogstdag,De,oogstdagen
oorlogsbelevenis,De,oorlogsbelevenissen
oordeelonthouding,De,oordeelonthoudingen
oogwenk,De,oogwenken
oogyoga,De,
oorbaarheid,De,oorbaarheden
oorbescherming,De,oorbeschermingen
oorgetuige,De,oorgetuigen
oogstmaand,De,oogstmaanden
oorlogsherinnering,De,oorlogsherinneringen
oorlogskerkhof,Het,oorlogskerkhoven
oorlogsdoel,Het,oorlogsdoelen
oorlogspsychose,De,oorlogspsychosen
oorlogsramp,De,oorlogsrampen
oorlogsretoriek,De,oorlogsretorieken
oorlogsmaand,De,oorlogsmaanden
oorlogsdrift,De,oorlogsdriften
oorlogsfotograaf,De,oorlogsfotografen
oorlogsscene,De,oorlogsscènes
oorlogsgeschiedenis,De,oorlogsgeschiedenissen
oorlogsmoeheid,De,
oorlogsnood,De,oorlogsnoden
oorlogsdocumentaire,De,oorlogsdocumentaires
oorlogspad,Het,oorlogspaden
oorlogsindustrie,De,oorlogsindustrieën
oorlogschirurgie,De,
oorlogskleuren,De,oorlogskleuren
oorlogsfront,Het,oorlogsfronten
oorlogsmateriaal,Het,oorlogsmaterialen
oorlogsgalei,De,oorlogsgaleien
oorlogsgevangene,De,oorlogsgevangenen
oorlogskas,De,oorlogskassen
oorlogskans,De,oorlogskansen
oorlogsfoto,De,oorlogsfoto&#039;s
oorlogsgas,Het,oorlogsgassen
oorlogsmemoires,De,oorlogsmemoires
oorlogsoperatie,De,oorlogsoperaties
oorlogsproductie,De,
oorlogskop,De,oorlogskoppen
oorlogsgeweld,Het,
oorlogsroman,De,oorlogsromans
oorlogsgevaar,Het,oorlogsgevaren
oorlogsrecht,Het,oorlogsrechten
oorlogsresolutie,De,oorlogsresoluties
oorlogsmaterieel,Het,
oorlogsepos,Het,oorlogsepossen
oorlogskunst,De,
oorlogsliteratuur,De,
oorlogsgod,De,oorlogsgoden
oorlogsplan,Het,oorlogsplannen
oorlogskunstenaar,De,oorlogskunstenaars
oorlogspolitiek,De,
oorlogsmunitie,De,
oorlogskwetsuur,De,oorlogskwetsuren
oorlogscorrespondent,De,oorlogscorrespondenten
oorlogslitteratuur,De,
oorlogsprofiteur,De,oorlogsprofiteurs
oorlogsomstandigheden,De,oorlogsomstandigheden
oorlogsinspanning,De,oorlogsinspanningen
oorlogsmonument,Het,oorlogsmonumenten
oorlogsgewonde,De,oorlogsgewonden
oorlogsdaad,De,oorlogsdaden
oorlogsgetroffene,De,oorlogsgetroffenen
oorlogskreet,De,oorlogskreten
oorlogslogica,De,oorlogslogica&#039;s
oorlogslast,De,oorlogslasten
oorlogsfilm,De,oorlogsfilms
oorlogsgeneratie,De,oorlogsgeneraties
oorlogsporno,De,
oorlogsheld,De,oorlogshelden
oorlogsnieuws,Het,
oorlogshaven,De,oorlogshavens
oorlogsscenario,Het,oorlogsscenario&#039;s
oorlogspresident,De,oorlogspresidenten
oorlogsmuseum,Het,oorlogsmusea
oorlogspartij,De,oorlogspartijen
oorlogshitser,De,oorlogshitsers
oorlogspensioen,Het,oorlogspensioenen
oorlogsgravenstichting,De,oorlogsgravenstichtingen
oorlogsgebied,Het,oorlogsgebieden
oorlogsheer,De,oorlogsheren
oorlogshandeling,De,oorlogshandelingen
oorlogspropaganda,De,
oorlogseconomie,De,oorlogseconomieën
oorlogsdreiging,De,oorlogsdreigingen
oorlogsdoeleinden,De,oorlogsdoeleinden
oorlogsmisdadiger,De,oorlogsmisdadigers
oorlogsjournalist,De,oorlogsjournalisten
oorlogsdag,De,oorlogsdagen
oorlogsellende,De,
oorlogsdocumentatie,De,oorlogsdocumentaties
oorlogskabinet,Het,oorlogskabinetten
oorlogsgraf,Het,oorlogsgraven
oorlogsperiode,De,oorlogsperiodes
oorlogsgruwel,De,oorlogsgruwelen
oorlogsinvalide,De,oorlogsinvaliden
oorlogsmachine,De,oorlogsmachines
oorlogservaring,De,oorlogservaringen
oorlogskind,Het,oorlogskinderen
oorlogsleider,De,oorlogsleiders
oorlogsmisdaad,De,oorlogsmisdaden
oorlogspaard,Het,oorlogspaarden
oorlogsdode,De,oorlogsdoden
oorlogsdrama,Het,oorlogsdrama&#039;s
oorlogsmilitair,De,oorlogsmilitairen
oorlogsdagboek,Het,oorlogsdagboeken
oorlogsjaar,Het,oorlogsjaren
oorlogsleed,Het,
oorlogspremier,De,oorlogspremiers
oorlogszucht,De,
oorstokje,Het,oorstokjes
oorspecialist,De,oorspecialisten
oorspoor,Het,oorsporen
oorlogvoerende,De,oorlogvoerenden
oormerk,Het,oormerken
oormijt,De,oormijten
oorziekte,De,oorziekten/oorziektes
oorpiep,De,oorpiepen
oorpiercing,De,oorpiercings
oorsuizing,De,oorsuizingen
oorschelp,De,oorschelpen
oorsprongsgebied,Het,oorsprongsgebieden
oorlogsvoering,De,oorlogsvoeringen
oortje,Het,oortjes
oorlogsvliegtuig,Het,oorlogsvliegtuigen
oorlogstoerist,De,oorlogstoeristen
oorlogstrauma,Het,oorlogstraumata
oorring,De,oorringen
oorlogswoord,Het,oorlogswoorden
oorlogstrofee,De,oorlogstrofees
oost-westorientatie,De,oost-westoriëntaties
oorlogsverminkte,De,oorlogsverminkten
oostbidder,De,oostbidders
oorwassing,De,oorwassingen
oorlogsstemming,De,oorlogsstemmingen
oorlogszone,De,oorlogszones
ooruil,De,ooruilen
oorlogsterminologie,De,
oost,De,
oorlogstuig,Het,oorlogstuigen
oortelefoon,De,oortelefoons
oorlogsweduwe,De,oorlogsweduwen
oorlogssterkte,De,oorlogssterktes
oorlogstribunaal,Het,oorlogstribunalen
oorlogsverleden,Het,oorlogsverledens
oorlogsschuld,De,oorlogsschulden
oorprop,De,oorproppen
oorsprong,De,oorsprongen
oorlogsterrein,Het,oorlogsterreinen
oorveeg,De,oorvegen
oorlogswet,De,oorlogswetten
oorvlies,Het,oorvliezen
oorlogsvlieger,De,oorlogsvliegers
oorlogsveteraan,De,oorlogsveteranen
oorlogsvlag,De,oorlogsvlaggen
oorrob,De,oorrobben
oorspiegel,De,oorspiegels
oorlogssituatie,De,oorlogssituaties
oorwarmer,De,oorwarmers
oorlogvoering,De,oorlogvoeringen
oost-westrichting,De,oost-westrichtingen
oorlogsspeelgoed,Het,
oosteinde,Het,oosteinden
oorlogstaak,De,oorlogstaken
oorlogstoneel,Het,oorlogstonelen
oorlogsvluchteling,De,oorlogsvluchtelingen
oorlogstijd,De,oorlogstijden
oorwurm,De,oorwurmen
oorsuizen,Het,
oorlogswinstmaker,De,oorlogswinstmakers
oorworm,De,oorwormen
oorlogsspel,Het,oorlogsspelen
oorspronkelijkheid,De,oorspronkelijkheden
oorsmeer,De/Het,
oorlogssfeer,De,oorlogssferen
oorlogsschade,De,oorlogsschades
oorlogsstrips,De,oorlogsstrips
oorlogsverslaggeving,De,oorlogsverslaggevingen
oorlogswees,De,oorlogswezen
oorlogswinter,De,oorlogswinters
oorlogsstrategie,De,oorlogsstrategieën
oorlogstoestand,De,oorlogstoestanden
oorontsteking,De,oorontstekingen
oorlogsverslaggever,De,oorlogsverslaggevers
oorlogswoordenboek,Het,oorlogswoordenboeken
oorvijg,De,oorvijgen
oost-europadeskundige,De,Oost-Europadeskundigen
oorlogsschatting,De,oorlogsschattingen
oost-westverbinding,De,oost-westverbindingen
oorlogswapen,Het,oorlogswapens
oorlogsvrijwilliger,De,oorlogsvrijwilligers
oorlogsslachtoffer,Het,oorlogsslachtoffers
oorlogstafereel,Het,oorlogstaferelen
oosten,Het,
oorzaak,De,oorzaken
oorpijn,De,oorpijnen
oorzakelijkheid,De,oorzakelijkheden
oost-indievaarder,De,Oost-Indiëvaarders
oorlogstransport,Het,oorlogstransporten
oorlogsverhaal,Het,oorlogsverhalen
oorlogsverwonding,De,oorlogsverwondingen
oorlogsvloot,De,oorlogsvloten
oorlogstrom,De,oorlogstrommen
oortjesverbod,Het,oortjesverboden
oorlogsvoorbereiding,De,oorlogsvoorbereidingen
oorlogsverklaring,De,oorlogsverklaringen
oorlogsschip,Het,oorlogsschepen
oorlogswinst,De,oorlogswinsten
oorlogstaal,De,oorlogstalen
opbouwstelsel,Het,opbouwstelsels
opbelprogramma,Het,opbelprogramma&#039;s
opbeetplaat,De,opbeetplaten
opbergkast,De,opbergkasten
opblaaspop,De,opblaaspoppen
oostzij,De,oostzijdes
opbod,Het,
opaciteit,De,opaciteiten
oostpassaat,De,oostpassaten
oosterlengte,De,
opbouw,De,opbouwen
opcenten,De,opcenten
ootje,Het,
opart,De,
opbouwkosten,De,opbouwkosten
oosthoek,De,oosthoeken
opbrengsteigendom,De/Het,opbrengsteigendommen
